jerseyNumber,person.id,person.fullName,position.name,team_name,player_id,x,y
13,8478508,Yakov Trenin,Center,Nashville Predators,,,
37,8476826,Yanni Gourde,Center,Seattle Kraken,,,
30,8482137,Yaroslav Askarov,Goalie,Nashville Predators,,,
59,8482475,Yegor Chinakhov,Right Wing,Columbus Blue Jackets,,,
17,8481068,Yegor Sharangovich,Center,New Jersey Devils,8481068,-74,1
22,8474610,Zac Dalpe,Center,Florida Panthers,,,
6,8481708,Zac Jones,Defenseman,New York Rangers,,,
12,8479944,Zach Aston-Reese,Center,Toronto Maple Leafs,,,
24,8474567,Zach Bogosian,Defenseman,Tampa Bay Lightning,,,
18,8475786,Zach Hyman,Left Wing,Edmonton Oilers,8475786,84,3
11,8470610,Zach Parise,Left Wing,New York Islanders,,,
12,8477482,Zach Sanford,Left Wing,Nashville Predators,8477482,-77,1
12,8477482,Zach Sanford,Left Wing,Nashville Predators,8477482,,
8,8478460,Zach Werenski,Defenseman,Columbus Blue Jackets,,,
2,8480727,Zach Whitecloud,Defenseman,Vegas Golden Knights,,,
44,8475178,Zack Kassian,Right Wing,Arizona Coyotes,,,
17,8479772,Zack MacEwen,Center,Philadelphia Flyers,,,
17,8479772,Zack MacEwen,Center,Los Angeles Kings,,,
28,8476878,Zemgus Girgensons,Left Wing,Buffalo Sabres,,,
